timestamp_ms,p0_n,p1_n,p2_n,p3_n,accel_x_mg,accel_y_mg,accel_z_mg,gyro_x_dps,gyro_y_dps,gyro_z_dps,temp_c
5820,0,0,32.89,62.88,-21.2,-74.5,893.4,1.3,-23.85,-1.68,31.18
5840,0,0,23.79,61.56,-22.1,-207.9,1051.4,0.29,-29.13,-0.53,31.01
5860,0,1.55,16.45,63.46,-43.5,-188.2,976.6,-12.11,-14.53,6.08,31.1
5880,0,0,10.67,56.3,8.7,-163.0,1017.7,-19.87,-11.18,4.31,30.56
5900,0,0,0,34.39,-69.7,-77.6,993.1,-26.52,-11.51,5.94,30.54
5920,2.81,0.23,5.02,21.92,-72.4,-106.5,995.1,-31.04,-14.12,2.28,30.81
5940,0.01,0,0,10.75,-97.6,-51.4,974.9,-40.06,-6.75,4.63,30.49
5960,0,0,0.76,3.55,-49.8,51.8,986.9,-38.35,-1.5,2.75,30.38
5980,0,0,0,2.36,-90.9,3.7,1019.8,-37.96,1.12,1.49,29.97
6000,0,0,0,5.25,-114.7,46.7,1039.7,-40.68,1.98,-2.55,29.81
6020,0,1.03,1.26,0.44,-117.0,110.2,976.0,-32.76,4.39,-4.36,29.65
6040,0,0,1.83,1.29,5.0,140.7,974.8,-29.53,19.06,-5.54,29.3
6060,0,0,0,0,-111.3,185.7,1001.7,-14.87,18.39,-5.26,28.24
6080,1.88,3.07,0,0,0.8,76.9,998.5,-15.21,14.65,-6.26,28.42
6100,1.49,0,5.37,2.69,-69.3,73.6,1001.6,-7.76,26.91,-0.05,28.19
6120,75.53,27.0,5.7,0.19,-31.1,147.0,956.6,4.01,30.28,4.92,28.26
6140,59.01,36.05,11.56,0.09,54.1,90.7,883.9,16.58,26.24,-1.5,28.55
6160,47.05,46.1,21.53,2.11,27.7,178.3,903.5,20.08,16.51,7.1,28.68
6180,26.81,54.25,33.11,3.75,72.3,146.9,819.2,30.57,3.41,2.81,28.9
6200,16.66,51.14,48.95,3.54,107.8,67.6,838.9,35.4,14.22,2.73,29.74
6220,8.41,53.99,60.44,4.42,95.3,69.3,775.9,33.84,3.14,2.58,29.79
6240,6.27,39.44,73.02,1.05,78.7,36.0,805.1,38.94,10.46,1.24,30.16
6260,0,30.21,82.77,7.13,159.8,44.4,835.7,38.87,2.61,1.03,30.31
6280,2.64,21.59,84.04,13.13,-52.5,-81.7,763.2,37.64,1.55,-5.36,30.35
6300,0,16.49,78.64,22.0,102.7,-160.7,834.4,34.78,-14.69,-8.46,30.85
6320,0,2.49,77.65,30.97,88.6,-116.0,843.9,22.98,-13.61,-3.99,30.41
6340,0.61,3.44,60.19,52.69,88.2,-192.4,903.8,19.09,-14.48,-6.99,30.89
6360,4.96,0,43.88,54.49,92.7,-98.4,918.9,12.44,-10.67,-5.01,31.24
6380,0.27,7.66,27.96,66.11,1.7,-130.3,973.8,6.77,-21.27,-0.69,30.68
6400,0,2.99,20.74,61.44,-105.0,-59.9,1003.3,-2.93,-22.93,3.84,30.93
6420,2.13,2.32,12.0,53.32,-53.7,-57.5,964.9,-18.23,-27.3,2.0,30.92
6440,5.31,2.78,12.3,44.83,-162.4,-94.4,981.6,-21.61,-16.82,5.18,30.97
6460,0,1.2,3.2,33.26,-38.1,8.5,994.3,-28.12,-16.01,7.32,30.41
6480,0,0,2.3,19.66,-147.7,-13.6,950.2,-34.1,-13.7,4.84,30.6
6500,3.73,6.74,3.1,9.72,-119.6,-49.5,995.5,-35.21,-10.52,4.68,30.43
6520,0,0,0,1.09,-153.7,-22.6,975.4,-41.04,-2.17,-0.26,30.49
6540,2.35,0.64,2.9,0,-124.1,67.0,933.4,-40.64,4.46,2.94,29.87
6560,5.58,10.45,0.56,0.56,-49.1,29.8,989.3,-33.64,5.56,-2.33,29.54
6580,2.32,0,0,0.89,-87.0,99.0,1003.3,-24.95,27.69,-3.53,29.68
6600,0,0,0,5.36,-92.7,52.2,985.0,-28.17,14.37,-8.79,28.85
6620,0,0,1.38,1.67,-73.6,193.9,997.8,-16.8,15.58,-3.9,28.9
6640,2.36,4.75,6.52,4.69,8.9,164.7,994.0,-8.1,5.6,-3.35,28.59
6660,0,2.71,0,1.39,-0.2,141.6,1028.6,-3.14,15.13,0.09,28.21
6680,73.35,31.43,10.85,0,63.8,155.8,995.3,8.55,22.3,2.64,28.4
6700,64.18,36.66,19.2,3.79,108.5,186.0,989.2,11.87,19.79,4.67,28.28
6720,38.6,52.67,22.39,0,2.3,50.0,925.7,24.82,18.36,0.84,28.62
6740,22.4,54.49,36.76,0,13.0,133.4,854.6,32.26,13.69,1.88,29.15
6760,8.16,51.35,49.96,0,27.0,85.3,831.0,40.11,8.69,3.29,29.62
6780,3.61,46.81,62.39,0,68.0,114.3,789.4,37.54,8.43,3.04,29.69
6800,0.21,46.6,73.66,3.44,91.1,-17.0,806.9,38.5,0.22,1.76,29.83
6820,0,32.23,86.63,5.24,79.3,-84.1,792.4,38.75,1.68,0.98,30.31
6840,0,15.67,86.93,13.11,101.2,-111.6,791.8,36.38,-20.87,-4.32,30.49
6860,0,13.72,82.31,17.86,153.8,-84.8,814.0,31.02,-5.86,-6.61,30.67
6880,0.37,8.02,64.95,35.91,57.1,-131.5,820.5,28.46,-16.51,-4.21,30.84
6900,0,4.21,58.41,49.14,-27.8,-81.4,900.0,12.73,-18.79,-6.05,30.83
6920,0,0,41.75,59.79,40.6,-150.4,975.2,14.85,-23.01,-1.97,31.18
6940,0,0,23.31,65.49,60.4,-125.3,929.4,3.96,-17.38,-0.34,30.74
6960,0,0,20.47,66.82,39.1,-84.7,938.6,-8.82,-11.39,-0.67,30.57
6980,0.31,0.64,8.04,55.52,62.2,-217.9,967.8,-14.83,-16.7,6.72,30.34
7000,0,9.83,3.47,36.88,-63.9,-182.5,992.5,-25.45,-18.18,2.82,31.06
7020,7.25,0,0.29,28.27,-46.1,-96.3,982.5,-29.19,-9.65,4.79,30.64
7040,3.36,0,0,14.44,-76.3,-82.1,964.8,-39.67,-13.43,4.2,30.78
7060,0,4.28,2.88,8.23,-105.5,-53.2,986.9,-42.77,-9.83,1.68,30.38
7080,0,0,0,5.88,-109.8,-8.0,949.7,-39.97,1.26,-3.34,29.77
7100,6.56,0,0,1.67,-19.9,3.5,979.6,-36.85,10.39,-2.28,29.88
7120,1.6,4.83,7.69,3.92,-109.0,40.9,947.2,-36.22,10.81,-3.35,29.49
7140,0,0,1.02,0,-48.2,79.5,1024.5,-33.26,9.23,-6.89,29.27
7160,0,0,0,0.94,-70.4,174.8,1015.0,-26.41,18.17,-6.64,28.99
7180,0,1.88,4.95,0,-34.0,86.8,959.4,-16.47,17.97,-4.38,28.47
7200,4.88,0,2.15,0,-81.6,106.0,1038.0,-12.65,19.6,1.2,28.47
7220,0,0,0,0.75,38.8,129.6,1008.5,0.39,26.59,-0.88,27.83
7240,72.96,31.53,9.48,0.6,98.5,162.0,961.7,10.0,23.18,2.04,28.25
7260,52.84,43.91,11.31,0.29,22.4,103.6,981.1,15.66,12.27,3.97,28.4
7280,38.79,52.75,28.15,0,113.5,100.4,851.2,22.59,14.98,6.68,28.87
7300,19.3,60.65,41.5,0,-51.0,144.0,862.7,36.54,13.52,2.43,29.58
7320,8.6,55.27,58.91,1.37,42.8,-23.3,857.4,36.27,19.44,1.51,29.73
7340,2.54,45.4,73.41,0.78,36.5,39.9,790.8,39.29,1.23,4.49,29.84
7360,0,30.22,72.49,0,96.5,78.0,787.1,37.28,0.64,2.47,30.09
7380,3.6,23.41,88.07,14.45,111.5,-9.1,814.4,41.01,-7.89,-0.88,30.49
7400,4.63,17.1,88.53,16.73,99.2,-76.7,823.8,33.59,-10.56,-6.64,30.26
7420,1.95,8.38,74.74,27.61,-26.8,-152.1,796.7,32.84,-14.58,-5.51,30.56
7440,0,5.33,72.32,42.69,11.8,-109.6,852.2,26.7,-19.29,-5.45,30.75
7460,0,3.68,47.85,54.4,11.9,2.9,887.7,14.01,-12.31,-2.92,30.68
7480,9.32,1.15,33.11,65.67,108.6,-154.1,955.2,12.5,-17.6,-1.59,30.92
7500,0,0.66,21.82,63.83,3.2,-97.0,985.1,1.75,-11.34,1.61,31.15
7520,0,0,19.32,60.41,-110.6,-257.3,946.5,-1.35,-13.19,4.45,30.96
7540,1.49,0,6.19,51.25,-31.9,-127.9,964.0,-12.98,-12.12,6.29,31.11
7560,1.79,0.95,3.56,38.05,18.1,-133.2,1030.3,-26.68,-16.85,1.22,30.75
7580,0,1.85,6.06,22.35,-92.1,-195.6,963.4,-35.49,-5.9,4.77,30.74
7600,0,0,0.63,17.64,-37.6,-96.5,1022.6,-40.53,-5.97,5.95,30.15
7620,5.12,3.27,0,12.33,-214.0,-136.2,987.1,-42.86,-6.67,-1.01,30.12
7640,0.48,2.62,5.5,4.62,-83.5,50.7,955.0,-42.45,4.64,0.22,30.13
7660,1.01,0.74,0,1.92,-166.0,47.5,962.1,-38.8,12.9,-5.99,29.95
7680,6.03,1.2,0,0,22.6,68.3,1023.8,-31.35,6.89,-6.48,29.69
7700,0,0,0,0.49,-107.7,121.3,979.9,-33.42,6.45,-4.19,29.24
7720,2.97,1.06,0,1.48,-41.6,85.7,1030.1,-22.59,12.68,-5.24,28.9
7740,0,0,2.3,0.85,-3.9,148.6,987.2,-19.97,13.41,-5.7,28.65
7760,1.6,5.67,0,3.34,58.4,115.6,950.3,-8.68,20.93,-1.12,28.03
7780,79.5,24.63,7.51,3.5,17.1,124.6,994.1,-2.13,31.61,0.46,27.84
7800,71.99,34.38,10.44,3.84,52.2,160.6,914.4,9.84,18.74,1.8,27.98
7820,46.31,41.14,19.59,0,-72.8,136.0,885.1,14.8,18.81,5.87,28.73
7840,33.14,60.94,26.5,1.62,9.5,76.3,886.3,26.21,17.8,9.6,29.17
7860,18.86,60.19,35.57,6.88,90.4,128.2,824.0,32.16,16.34,4.82,29.19
7880,7.66,50.13,59.6,1.46,36.8,-19.2,796.2,38.71,5.79,4.09,29.63
7900,5.13,44.43,70.49,2.13,98.0,-11.0,774.4,37.09,-0.37,2.67,29.92
7920,4.14,34.65,81.72,4.83,76.2,14.5,789.0,41.49,3.65,1.9,30.08
7940,0,19.89,92.31,12.44,147.7,-70.7,789.4,35.52,-4.82,-4.68,30.13
7960,0,15.85,81.8,18.36,121.9,-129.3,857.9,33.78,-10.4,-2.6,30.58
7980,0,4.71,71.56,26.22,9.7,-25.7,804.0,26.31,-18.7,-3.95,31.24
8000,0,7.91,65.22,42.92,33.3,-105.2,940.8,22.21,-21.34,-4.14,30.94
8020,0,0,43.76,50.55,-66.2,-135.5,922.6,10.33,-11.99,-5.99,30.76
8039,0,0,33.88,61.84,25.1,-105.7,930.3,12.85,-12.68,-2.4,31.03
8060,0,1.11,20.59,64.77,-69.0,-190.1,1052.4,0.17,-9.63,-2.29,31.02
8080,0,4.04,16.97,58.73,-26.6,-42.1,988.5,-13.85,-22.15,4.56,31.24
8100,0,0,13.05,48.24,-109.6,-164.7,980.5,-17.88,-21.99,1.6,30.87
8119,1.45,0,2.32,38.11,-126.3,-132.8,1040.0,-20.73,-17.81,6.55,30.87
8140,0,0,0,23.55,-61.0,-49.3,1034.7,-29.84,-13.91,7.88,31.05
8160,0,0,1.36,14.96,-123.9,-38.6,956.2,-38.02,-9.19,6.04,30.85
8180,0,0.75,0.05,7.09,-7.6,-18.8,994.0,-39.19,-5.77,2.51,30.15
8200,0,2.03,1.46,1.38,-84.6,71.0,987.6,-38.88,-1.29,-2.96,30.04
8220,0,0,0,0,2.7,17.0,953.7,-44.18,1.29,-4.44,29.55
8240,0,0,0,0,-186.3,4.3,991.5,-32.47,10.69,0.73,29.86
8260,4.09,0,0,0,-78.9,129.0,1030.8,-27.59,2.4,-3.97,29.62
8280,2.77,0,1.15,0,-49.1,42.0,972.1,-23.73,23.32,-1.4,28.8
8300,0,0.04,0,2.7,-40.9,185.6,981.3,-12.17,16.88,-3.63,28.52
8320,2.05,0,6.74,0,-20.6,146.6,1000.5,-0.38,15.7,-2.84,28.3
8340,75.15,28.48,7.79,0.95,15.8,148.8,975.0,6.95,17.41,1.03,28.24
8360,62.92,39.74,11.1,0.46,-38.1,67.5,945.4,10.27,21.83,5.03,28.36
8380,44.72,44.88,20.52,0,103.1,114.3,903.0,20.72,24.11,0.19,28.94
8400,33.1,58.81,29.24,0,64.5,141.4,816.6,23.55,25.31,5.01,29.38
8420,20.26,55.98,44.25,0.61,28.5,91.3,866.5,30.69,12.87,5.02,29.79
8440,2.5,54.91,52.41,4.51,218.9,89.5,841.9,38.77,3.75,7.0,29.49
8460,1.8,40.15,69.71,0,86.0,-7.0,854.6,41.92,1.33,0.2,30.01
8480,0.3,30.37,81.19,4.22,100.4,31.9,824.9,40.93,4.66,3.24,30.23
8500,1.22,21.51,81.95,12.66,119.6,-38.4,824.8,36.67,-3.65,-5.77,30.38
8520,0,12.49,82.67,17.86,193.0,-96.5,728.6,29.72,-10.58,-5.6,30.8
8540,0,1.91,75.55,34.7,159.0,-110.0,867.5,31.35,-23.56,-4.45,30.92
8560,0,4.35,62.59,46.25,52.9,-101.0,911.8,16.64,-16.77,-5.06,30.51
8580,0,2.17,49.69,55.9,-29.4,-160.0,939.3,11.48,-22.8,-3.24,30.67
8600,1.79,0,35.19,66.7,100.6,-132.2,950.7,9.52,-25.6,3.09,31.02
8620,0,0.05,18.21,69.85,-101.8,-188.7,971.0,-3.23,-14.89,0.64,30.98
8640,0,0,7.9,54.91,-49.6,-65.7,1006.5,-15.47,-15.4,0.19,31.06
8660,0,0,5.39,46.46,57.2,-151.3,1030.7,-18.45,-12.03,5.47,30.92
8680,0,4.9,5.96,30.5,-71.7,-118.1,973.2,-23.31,-13.93,3.4,30.92
8700,0,5.23,0,21.98,-108.2,-114.1,1000.7,-34.43,-15.24,4.56,30.84
8720,0.74,0,0,11.37,-148.8,-4.4,1003.5,-37.39,-3.38,-0.16,30.39
8740,1.06,0.92,0,6.99,-11.9,-23.1,973.6,-39.37,-7.91,3.12,30.34
8760,0,0.18,1.66,4.0,-96.2,-9.2,1060.2,-34.45,-2.07,-2.21,29.93
8780,0,0,3.12,0,-56.1,-2.0,996.7,-37.35,3.65,0.86,29.72
8800,0,0,0.04,0,-47.8,195.1,1010.6,-29.12,12.44,-8.16,29.4
8820,4.91,1.17,0,1.0,-33.5,14.5,1039.7,-28.08,15.77,-2.47,29.23
8840,1.86,0,0.02,0,-96.4,99.9,1014.0,-23.71,12.54,-2.1,28.76
8860,1.58,0,2.97,0.19,63.8,79.9,975.4,-11.29,13.95,-3.6,28.28
8880,0.98,0,0,1.77,45.8,118.3,981.1,-9.5,16.5,-0.42,28.23
8900,77.94,28.77,5.72,0,-39.1,135.0,1016.3,2.96,19.88,0.58,28.02
8920,60.81,41.84,13.86,0.97,40.4,144.7,956.2,19.3,17.0,4.51,28.39
8940,45.0,47.15,18.71,6.9,76.7,151.5,898.8,22.46,21.75,5.54,28.74
8960,25.22,59.31,32.19,0,70.2,158.1,845.2,22.46,21.94,4.87,29.25
8980,16.26,56.71,45.86,0,66.6,24.5,819.2,34.93,17.02,7.49,29.65
9000,0,54.26,65.38,5.06,190.9,32.6,899.7,35.61,7.67,2.55,29.44
9020,1.69,44.67,74.53,0,43.9,-63.9,795.6,35.37,-2.92,1.45,29.83
9040,0,31.44,86.25,9.57,69.4,-90.1,806.8,38.83,-6.01,-3.84,30.13
9060,0.5,20.07,86.51,17.65,109.3,-5.2,764.7,38.33,-7.98,-5.73,30.56
9080,3.47,7.22,78.02,21.52,162.2,-132.5,832.0,39.9,-11.69,-4.64,30.43
9100,0,6.83,72.87,33.52,-111.2,-81.9,838.2,27.76,-15.61,-2.99,30.89
9120,1.99,0.63,52.8,51.45,28.4,-135.8,894.9,18.39,-23.92,-8.5,30.7
9140,3.68,1.83,39.05,59.05,1.0,-103.3,922.1,15.42,-14.06,-7.04,31.15
9160,4.62,1.39,27.91,67.62,9.6,-109.3,957.2,10.13,-20.74,-1.08,30.88
9180,1.56,3.28,17.01,60.75,-33.7,-95.8,1013.1,-5.92,-22.3,3.47,31.28
9200,0,0,10.55,60.57,-125.4,-114.0,992.4,-12.95,-17.48,0.61,30.69
9220,2.16,0,8.63,44.32,-48.3,-205.1,999.7,-22.28,-13.8,4.03,30.98
9240,0,0,1.53,30.06,-75.3,-154.0,990.0,-21.09,-16.48,8.04,30.7
9260,0,0.24,5.42,19.83,-66.3,-74.4,1002.7,-30.91,-9.32,6.71,30.82
9280,0,0.71,0,13.21,-89.7,-126.5,998.6,-39.79,-9.37,3.16,30.36
9300,0,0,5.14,3.01,-96.9,-0.9,984.5,-38.61,5.46,1.71,29.81
9320,0,0,0,3.14,11.2,9.7,1032.1,-38.06,9.13,-5.2,29.98
9340,4.19,0,0,3.15,-34.7,12.6,950.0,-37.95,4.63,-0.28,29.74
9360,0,0.73,2.12,0,-61.8,-8.5,1016.1,-36.62,3.45,-5.3,29.6
9380,0,0,4.33,0,-64.8,157.3,1031.6,-26.36,11.29,-4.31,28.73
9400,0,1.31,2.22,0,-155.4,204.6,1020.4,-17.92,12.66,-7.91,28.74
9420,0,0,0,0,-69.0,104.1,966.3,-9.7,22.28,-2.04,28.18
9440,0,5.28,0,6.81,19.4,189.4,1002.9,-1.13,20.84,-1.69,27.92
9460,74.29,31.11,12.12,3.05,92.6,171.8,994.2,9.98,20.93,0.24,28.08
9480,63.11,39.44,16.51,0,58.0,89.1,950.7,17.85,21.21,4.81,28.61
9500,34.74,59.13,22.45,1.24,43.1,148.7,944.2,28.02,18.2,6.97,28.86
9520,18.08,61.6,35.84,2.73,62.8,4.3,825.8,29.78,12.06,5.14,29.25
9540,9.8,59.08,50.98,3.22,96.1,150.5,832.4,32.43,9.23,5.4,29.33
9560,6.77,49.6,66.15,0,53.7,39.7,775.2,44.11,6.08,3.51,29.57
9580,0.59,38.86,84.04,0,105.1,-49.8,772.3,37.15,1.81,2.51,29.99
9600,0,26.91,81.88,6.87,72.4,-116.1,776.1,37.84,-2.15,-3.24,30.15
9620,0,11.76,83.34,16.09,149.8,-6.5,816.8,35.68,-12.75,-1.33,30.48
9640,0,5.18,77.68,29.59,163.3,-60.8,816.3,27.2,-11.6,-3.65,30.84
9660,0,1.4,65.5,39.17,42.6,-42.3,870.2,25.02,-4.58,-1.01,30.94
9680,1.17,1.26,48.77,54.23,85.1,-139.7,939.1,18.04,-18.78,-4.53,30.64
9700,0,3.68,43.14,64.45,37.4,-136.1,962.8,11.84,-23.44,-5.26,31.45
9720,2.38,7.47,29.58,64.69,-65.0,-113.4,991.0,5.11,-19.96,-4.2,31.15
9740,1.02,0.73,14.01,65.85,-49.6,-186.2,989.4,-4.27,-9.16,4.81,31.09
9760,0,0,7.12,53.48,-29.9,-131.2,998.9,-17.37,-11.9,2.56,30.88
9780,0,0,12.42,38.02,-157.6,-149.9,968.7,-26.8,-17.21,2.6,30.47
9800,3.5,0,5.04,27.87,-43.0,-83.7,960.8,-32.6,-15.12,3.3,30.85
9820,6.29,0,2.49,19.51,-122.2,-40.0,977.4,-37.39,-6.09,-2.15,30.84
9840,0,0,0.84,4.53,-128.4,5.2,989.9,-41.21,-4.45,4.47,30.48
9860,0,0,0,6.82,-73.9,-40.6,1004.8,-38.52,0.96,1.42,30.19
9880,0,0,1.47,1.78,-105.1,41.8,1020.2,-40.63,12.48,-6.7,29.87
9900,0,6.17,5.7,0.25,-23.6,56.6,1002.4,-32.59,16.36,-6.04,30.34
9920,0,5.11,0.73,0.62,-47.1,108.3,979.1,-30.68,2.35,-5.09,29.04
9940,0,1.55,3.62,5.26,-58.9,145.5,1004.1,-24.05,17.1,-4.99,28.99
9960,0,0,2.79,5.95,-21.0,103.7,976.1,-16.53,15.72,-3.84,28.97
9980,1.27,0,3.49,0,-95.8,116.8,1009.5,-4.89,13.54,-4.02,28.64
10000,75.24,21.35,8.88,1.89,35.6,160.2,1022.7,2.9,22.03,-2.96,27.97
10020,72.98,28.13,16.8,0,31.7,138.9,964.5,6.04,20.39,3.7,28.37
10040,57.73,40.77,19.31,0,98.4,123.1,948.1,14.76,13.64,5.4,28.75
10060,41.18,50.49,27.95,2.08,54.0,128.4,861.3,24.88,11.62,3.15,29.04
10080,19.48,56.26,39.88,0.53,6.0,99.2,786.8,29.58,14.54,4.66,29.81
10100,9.93,54.15,58.45,1.04,99.2,34.9,848.5,36.93,11.09,4.15,29.71
10120,2.16,51.22,69.12,0.98,58.1,-6.7,803.3,34.34,9.76,2.19,29.82
10140,0.08,34.56,78.52,3.89,155.5,-18.8,878.4,41.05,0.84,0.97,30.27
10160,0,25.71,84.27,8.23,38.9,-42.6,775.1,37.09,-0.52,-1.85,30.65
10180,1.04,15.84,85.96,24.41,59.1,-75.7,836.1,36.32,-13.17,-2.45,30.39
10200,0,1.84,77.98,24.82,98.6,-98.8,820.3,33.17,-16.74,-5.25,30.82
10220,0,0,67.94,35.3,-11.2,-166.7,879.5,26.97,-23.46,-3.79,30.62
10240,0,0,45.56,52.04,-42.1,-83.7,903.9,15.65,-15.04,-6.94,30.9
10260,0,0,36.12,61.52,34.6,-122.5,991.8,7.1,-24.97,-1.28,30.97
10280,1.95,0,22.18,66.13,32.3,-119.4,996.4,-1.48,-16.18,1.4,31.22
10300,0,0.67,13.64,59.41,25.1,-164.9,984.1,-10.79,-20.67,0.11,30.68
10320,0,0.05,8.95,49.62,-47.0,-224.3,996.5,-15.41,-11.76,2.29,30.39
10340,0.27,0.38,6.13,38.43,-138.4,-220.1,1009.2,-26.69,-16.91,6.34,31.0
10360,0.89,0,1.9,21.67,-81.9,-97.6,1021.7,-34.76,-4.14,5.63,30.75
10380,2.79,0,0,16.36,-126.7,-24.4,941.4,-39.69,-25.81,3.96,30.28
10400,1.55,2.51,2.48,9.56,26.0,-37.8,957.1,-37.05,-12.09,3.75,30.29
10420,0,0,0,0,-177.7,-12.2,1006.9,-39.85,-2.76,-0.94,30.14
10440,0,0.77,9.28,0,-161.3,64.8,975.8,-38.49,7.9,-3.05,29.78
10460,0,0.74,0,0,23.0,96.1,945.5,-36.67,16.55,-8.41,29.62
10480,0,4.38,1.09,0.53,-121.0,63.3,993.3,-32.03,0.5,-7.44,29.39
10500,0,6.55,0,0,-48.0,154.9,998.5,-21.34,14.67,-6.43,28.44
10520,0,3.77,0,0,-12.5,210.9,973.1,-10.53,15.12,-1.01,28.79
10540,0,0,4.53,0,104.1,153.0,1012.0,-7.92,22.18,-2.19,27.93
10560,76.66,23.01,5.7,0,12.9,135.7,968.7,1.54,26.55,-2.09,27.94
10580,70.53,39.34,12.02,5.23,3.3,104.5,934.8,6.37,18.45,4.17,28.15
10600,46.51,50.06,22.26,2.19,8.2,215.3,951.8,17.45,15.66,6.05,28.56
10620,31.31,49.92,27.69,3.98,-12.2,111.7,906.0,20.95,14.4,3.95,29.08
10640,15.15,59.08,41.48,0.38,122.2,21.1,746.4,32.87,18.21,4.18,29.41
10660,9.14,55.76,62.54,0,41.7,-37.0,871.0,37.3,6.94,2.06,29.84
10680,8.31,43.4,69.72,7.77,75.7,67.3,811.7,39.29,5.96,0.42,30.06
10700,1.62,32.84,88.43,0,160.9,10.4,825.1,37.9,0.3,3.18,30.4
10720,4.12,24.4,93.52,9.1,168.8,-112.3,814.5,34.81,-1.45,1.1,30.44
10740,0,13.5,79.42,21.79,22.5,-86.3,791.6,33.06,-10.36,-6.17,30.39
10760,0,5.57,74.15,32.68,89.6,-177.1,809.4,21.47,-16.91,-3.4,30.42
10780,0,6.66,58.18,38.88,185.7,-111.3,893.0,20.54,-22.78,-6.29,30.41
10800,0.81,4.65,44.27,56.12,6.0,-180.8,931.6,17.72,-14.24,-6.15,31.18
10820,0,7.24,37.2,57.75,-51.8,-140.5,943.5,2.15,-22.14,-1.66,31.27
10840,0,0,21.14,63.59,41.0,-150.2,1027.2,1.07,-16.61,2.43,31.33
10860,0.23,0.07,14.11,61.54,-81.8,-198.9,1068.3,-15.86,-20.47,3.8,30.8
10880,0.36,0,8.11,50.3,-75.8,-32.2,1019.4,-18.62,-12.3,6.21,30.75
10900,1.82,0,0.46,32.57,-142.4,-98.7,997.1,-28.48,-24.49,6.76,30.87
10920,0.78,0,7.41,26.69,-64.9,-65.7,1030.0,-34.84,-12.7,2.19,30.42
10940,0,2.13,1.98,10.68,34.5,9.5,998.0,-35.73,-17.59,2.74,30.52
10960,1.21,2.33,0,8.57,-19.7,-66.4,984.1,-39.13,0.47,0.16,30.38
10980,0.55,0,0,0,-123.4,-11.1,974.7,-37.1,-1.69,-3.55,30.34
11000,0,5.25,0,0.91,-67.3,141.2,973.6,-37.95,2.97,-1.42,29.68
11020,0,0,0,0,-15.4,139.7,950.0,-37.8,15.53,-4.4,29.62
11040,1.2,0,0,1.31,-80.0,169.5,998.2,-26.37,15.75,-5.93,29.3
11060,0.78,2.78,0,0.96,-41.9,169.5,1057.2,-21.85,18.29,-6.99,28.85
11080,0.05,0,0,0,3.1,125.8,1043.9,-17.78,9.1,-5.22,28.71
11100,4.38,0,3.29,1.77,14.8,168.0,992.9,-6.13,15.76,-1.67,28.22
11120,74.1,23.71,6.05,0,42.2,274.2,967.8,6.49,18.86,-1.26,27.91
11140,64.71,37.45,13.74,0,-22.6,63.4,941.8,16.76,14.65,4.88,28.65
11160,44.99,44.14,19.66,0,42.0,235.9,876.4,23.25,15.65,3.44,28.8
11180,18.77,49.23,34.2,1.08,115.4,111.7,850.8,29.46,11.9,6.51,28.78
11200,10.48,56.76,47.79,0.75,117.1,91.0,855.8,38.49,8.07,4.33,29.74
11220,8.03,54.67,61.45,0,45.9,39.0,807.3,35.19,7.1,3.7,29.51
11240,4.21,42.29,75.07,2.97,68.8,18.9,797.6,37.73,6.9,4.44,29.88
11260,0,29.14,80.11,4.39,77.9,-14.9,796.3,36.79,6.25,-0.67,30.22
11280,0.84,18.97,85.61,12.03,110.8,-88.6,824.8,40.28,-9.44,-3.71,30.53
11300,0.53,13.69,82.47,22.97,105.5,-96.9,769.2,37.41,-13.37,-6.45,30.74
11320,0,8.81,73.8,31.36,52.3,-48.5,884.6,30.29,-21.12,-6.4,30.74
11340,0,4.74,55.07,47.56,80.6,-83.0,910.8,14.94,-15.3,-4.12,30.79
11360,5.11,0,42.79,51.06,50.9,-180.7,917.8,13.01,-18.84,-1.05,31.24
11380,0,0,29.74,66.98,58.3,-174.0,961.0,4.16,-19.99,2.35,30.85
11400,0,0.87,21.01,68.67,58.9,-161.1,975.3,-9.67,-19.49,6.39,30.9
11420,5.38,0.6,9.86,60.64,6.4,-99.4,972.9,-13.71,-20.1,3.8,31.12
11440,0,1.08,6.18,44.12,-17.8,-89.8,1015.7,-18.23,-23.39,3.47,30.73
11460,0,0,2.97,29.89,-45.4,-157.0,993.6,-29.76,-17.92,6.83,31.04
11480,0,2.99,7.39,20.21,-182.5,-73.2,982.9,-35.66,-12.91,4.23,30.78
11500,1.16,0,0,12.55,-164.0,-19.6,972.0,-40.19,-9.42,1.47,30.22
11520,0.47,3.29,0,3.77,-91.4,2.1,1044.7,-35.06,-4.84,3.72,30.26
11540,1.88,0,0,9.18,-137.4,28.5,1005.2,-36.43,4.4,-2.18,30.36
11560,0,2.28,2.92,2.69,-80.4,20.7,1013.4,-40.27,3.45,-4.44,29.84
11580,1.73,0,0,0,-98.5,145.5,1019.2,-37.8,8.43,-5.67,29.13
11600,0,0,0.43,0,-96.3,145.4,997.2,-24.73,17.18,-6.39,29.19
11620,0,3.86,6.37,0,-18.6,238.4,1100.3,-16.87,15.38,-7.14,28.8
11640,1.53,2.35,0,0,17.3,160.6,1021.0,-10.76,19.45,-0.59,28.51
11660,0,1.11,3.0,1.51,51.2,182.8,997.0,-2.1,23.67,-3.77,28.37
11680,76.08,22.86,10.84,0,57.1,165.6,945.8,4.04,26.43,3.05,28.26
